sequence,sequence_as_text,freq,dl_model,dl_data,dl_total
[1 2 8 3],[h e n  ],3906,22545.29667219451,2.0988742615508083e+07,2.101128791218028e+07
[1 2 10 3],[h e y  ],3645,22397.672905536918,2.098416153166978e+07,2.100655920457532e+07
[1 2 12 2],[h e r e],5567,22346.298900433114,2.098815983999973e+07,2.1010506138900165e+07
[1 2 12 3],[h e r  ],8189,22681.33905459832,2.0989523682128336e+07,2.1012205021182936e+07
[1 2 12 16],[h e r s],771,22061.43482840567,2.0993921963619538e+07,2.1015983398447942e+07
[1 2 13 12],[h e a r],902,22200.393821648646,2.0990933596388064e+07,2.1013133990209714e+07
[1 2 13 14],[h e a d],909,22397.38065189898,2.0990015757076252e+07,2.101241313772815e+07
[1 2 14 3],[h e d  ],1756,22560.131809589944,2.099435156548189e+07,2.101691169729148e+07
[1 2 16 2],[h e s e],1579,21857.487138912886,2.0990811096635602e+07,2.1012668583774514e+07
[1 2 16 3],[h e s  ],858,22369.509910623703,2.0994704998613387e+07,2.101707450852401e+07
[1 2 17 12],[h e i r],2701,21909.785465566052,2.0971417075528983e+07,2.0993326860994548e+07
[1 2 21 3],[h e m  ],1796,22422.407024245233,2.0989721887263995e+07,2.101214429428824e+07
[1 3 0 1],[h   t h],3420,22111.757868527628,2.0987889679691654e+07,2.1010001437560182e+07
[1 3 0 7],[h   t o],600,22208.864692918232,2.0991805879733775e+07,2.1014014744426694e+07
[1 3 7 4],[h   o f],789,21997.76651176356,2.0991390257603925e+07,2.101338802411569e+07
[1 3 13 3],[h   a  ],1380,22478.665985489606,2.098951864255488e+07,2.101199730854037e+07
[1 3 13 8],[h   a n],908,22324.682743025114,2.0992445995095227e+07,2.101477067783825e+07
[1 3 17 8],[h   i n],608,22227.39724825362,2.099299639175063e+07,2.1015223788998883e+07
[1 3 25 3],[h   ,  ],1296,22707.053483182175,2.0993814000545617e+07,2.1016521054028798e+07
[1 7 5 0],[h o u t],812,21984.32676703091,2.0991300910881776e+07,2.1013285237648807e+07
[1 7 5 6],[h o u l],1038,21899.56509720652,2.0983841723083083e+07,2.1005741288180288e+07
[1 7 5 11],[h o u g],1378,21868.801762742794,2.0983946256698772e+07,2.1005815058461513e+07
[1 7 5 16],[h o u s],1096,22340.257887681928,2.0988509687222276e+07,2.1010849945109956e+07
[1 7 7 6],[h o o l],757,22080.904277736783,2.098621095336224e+07,2.100829185763998e+07
[1 7 16 2],[h o s e],1224,22002.750522748716,2.098749239735487e+07,2.100949514787762e+07
[1 7 21 2],[h o m e],716,22059.664750559434,2.0991342464949578e+07,2.101340212970014e+07
[1 7 26 2],[h o w e],795,22122.203291772657,2.0987554962716214e+07,2.100967716600799e+07
[1 7 26 3],[h o w  ],1222,22507.2529587377,2.0987370210588206e+07,2.1009877463546943e+07
[1 12 2 2],[h r e e],715,21895.040307457297,2.0988998445818063e+07,2.101089348612552e+07
[1 12 7 5],[h r o u],1126,21887.11580877867,2.098275386695826e+07,2.1004640982767038e+07
[1 13 0 3],[h a t  ],12689,22630.267151521504,2.0947943064846676e+07,2.0970573331998195e+07
[1 13 8 3],[h a n  ],1851,22761.739694534474,2.099393103231697e+07,2.1016692772011507e+07
[1 13 8 11],[h a n g],719,22099.84253350327,2.0991232501149178e+07,2.101333234368268e+07
[1 13 8 14],[h a n d],1205,22376.264844261357,2.0990816838981215e+07,2.1013193103825476e+07
[1 13 12 14],[h a r d],622,22268.490488646712,2.0990851120285287e+07,2.1013119610773936e+07
[1 13 14 3],[h a d  ],5134,22498.825674267086,2.0971497626496945e+07,2.099399645217121e+07
[1 13 16 3],[h a s  ],2440,22576.462526279913,2.0987409028833866e+07,2.1009985491360147e+07
[1 13 18 2],[h a v e],4049,22056.267321555955,2.0969857705112197e+07,2.0991913972433753e+07
[1 17 6 2],[h i l e],731,21950.36405903321,2.0989433140529364e+07,2.10113835045884e+07
[1 17 6 14],[h i l d],721,21999.81068840296,2.0987799442235123e+07,2.1009799252923526e+07
[1 17 8 11],[h i n g],3215,22098.447462080338,2.098524907852504e+07,2.1007347525987122e+07
[1 17 8 22],[h i n k],633,22012.02049222941,2.0991024543772154e+07,2.1013036564264383e+07
[1 17 9 1],[h i c h],3568,21853.730864335237,2.0958294606526628e+07,2.0980148337390963e+07
[1 17 11 1],[h i g h],1015,22127.536649933885,2.0986960073902532e+07,2.1009087610552467e+07
[1 17 16 3],[h i s  ],12150,22591.257854802032,2.0956489024299275e+07,2.0979080282154076e+07
[1 17 20 3],[h i p  ],702,22367.164875392173,2.0987919968021017e+07,2.101028713289641e+07
[1 17 21 3],[h i m  ],2627,22439.754620930365,2.0978762519388735e+07,2.1001202274009667e+07
[1 17 21 16],[h i m s],608,21924.78022691034,2.0988470398545977e+07,2.1010395178772885e+07
[2 0 0 2],[e t t e],861,22333.464966344123,2.098651732210168e+07,2.1008850787068024e+07
[2 0 1 2],[e t h e],663,22304.497496058128,2.0992645351926487e+07,2.1014949849422544e+07
[2 0 2 12],[e t e r],847,22390.02615310341,2.0989554073524214e+07,2.1011944099677317e+07
[2 0 16 3],[e t s  ],715,22815.79522407074,2.0991732854207776e+07,2.1014548649431847e+07
[2 0 26 2],[e t w e],730,21845.912551708472,2.098321161910504e+07,2.100505753165675e+07
[2 2 0 3],[e e t  ],831,22526.348784259997,2.0989915827333607e+07,2.1012442176117867e+07
[2 2 8 3],[e e n  ],3953,22610.083601841023,2.0972083457216505e+07,2.0994693540818345e+07
[2 2 14 3],[e e d  ],1019,22685.48752857992,2.0992373093357883e+07,2.1015058580886465e+07
[2 3 0 1],[e   t h],8927,22441.1082946857,2.0998225421090335e+07,2.102066652938502e+07
[2 3 0 2],[e   t e],883,22459.79364947404,2.0994487046058e+07,2.101694683970747e+07
[2 3 0 7],[e   t o],4863,22662.83114414018,2.0983599418835472e+07,2.100626224997961e+07
[2 3 0 12],[e   t r],1313,22383.038487618225,2.099172054516938e+07,2.1014103583656996e+07
[2 3 0 13],[e   t a],708,22581.656540133365,2.0993003501849268e+07,2.10155851583894e+07
[2 3 0 17],[e   t i],785,22458.22799704302,2.0993209526326552e+07,2.1015667754323594e+07
[2 3 1 2],[e   h e],1840,22621.328188257456,2.099627649650111e+07,2.101889782468937e+07
[2 3 1 7],[e   h o],1253,22595.271496578433,2.0992267621858463e+07,2.101486289335504e+07
[2 3 1 13],[e   h a],3524,22595.64457542412,2.098410415174634e+07,2.1006699796321765e+07
[2 3 1 17],[e   h i],1358,22543.470615670372,2.0991998810941458e+07,2.1014542281557128e+07
[2 3 2 8],[e   e n],1122,22625.23219447055,2.099153193767138e+07,2.101415716986585e+07
[2 3 2 24],[e   e x],1257,22459.215094368275,2.0988305365233194e+07,2.1010764580327563e+07
[2 3 4 2],[e   f e],753,22478.070966757394,2.0992309576014478e+07,2.1014787646981236e+07
[2 3 4 7],[e   f o],2685,22531.735916312296,2.0988339911188327e+07,2.101087164710464e+07
[2 3 4 12],[e   f r],1287,22376.27266908165,2.0991297007287584e+07,2.1013673279956665e+07
[2 3 4 13],[e   f a],1293,22458.827169037308,2.0990223456754923e+07,2.101268228392396e+07
[2 3 4 17],[e   f i],1937,22595.780297752342,2.0987976692516983e+07,2.1010572472814735e+07
[2 3 5 8],[e   u n],1481,22689.35287375827,2.0987367812525652e+07,2.101005716539941e+07
[2 3 5 16],[e   u s],619,22399.30458494381,2.0992219532007657e+07,2.10146188365926e+07
[2 3 6 2],[e   l e],991,22630.25113851871,2.0991647194205236e+07,2.1014277445343755e+07
[2 3 6 7],[e   l o],1138,22599.950170929416,2.0990519580936853e+07,2.1013119531107783e+07
[2 3 6 13],[e   l a],1380,22624.895115729712,2.099077956187965e+07,2.101340445699538e+07
[2 3 6 17],[e   l i],1348,22603.915013803522,2.0991019620191723e+07,2.101362353520553e+07
[2 3 7 0],[e   o t],639,22196.10378125427,2.0992589856044155e+07,2.1014785959825408e+07
[2 3 7 4],[e   o f],8034,22365.72354147052,2.096648369231211e+07,2.0988849415853582e+07
[2 3 7 8],[e   o n],1751,22491.59357119838,2.099297575714089e+07,2.1015467350712087e+07
[2 3 7 12],[e   o r],945,22523.551909037284,2.0994009715170536e+07,2.1016533267079573e+07
[2 3 8 2],[e   n e],1685,22577.856943040268,2.0984737177030783e+07,2.1007315033973824e+07
[2 3 8 7],[e   n o],1574,22606.06586533178,2.0987530799311817e+07,2.1010136865177147e+07
[2 3 8 13],[e   n a],697,22519.922551963464,2.0990806290693015e+07,2.101332621324498e+07
[2 3 9 1],[e   c h],1488,22397.618433927928,2.0992299644815225e+07,2.101469726324915e+07
[2 3 9 6],[e   c l],763,22393.172833952245,2.0992248666985597e+07,2.101464183981955e+07
[2 3 9 7],[e   c o],5625,22731.60343971013,2.0982124162044913e+07,2.1004855765484624e+07
[2 3 9 13],[e   c a],2139,22585.747137920003,2.0991719050448805e+07,2.1014304797586724e+07
[2 3 10 7],[e   y o],782,22326.61236172898,2.0989469393189177e+07,2.1011796005550906e+07
[2 3 11 7],[e   g o],913,22594.300424485413,2.0990270492133617e+07,2.1012864792558104e+07
[2 3 11 12],[e   g r],1157,22427.06790111681,2.0990124200685393e+07,2.101255126858651e+07
[2 3 12 2],[e   r e],3777,22726.038294977654,2.0982933300574105e+07,2.1005659338869084e+07
[2 3 12 7],[e   r o],762,22648.38067033932,2.0991695376782805e+07,2.1014343757453144e+07
[2 3 12 13],[e   r a],876,22687.958876561977,2.099246579317006e+07,2.1015153752046622e+07
[2 3 13 0],[e   a t],1054,22477.71543290162,2.0994474857423764e+07,2.1016952572856665e+07
[2 3 13 3],[e   a  ],2231,22914.35391687747,2.099064728300294e+07,2.1013561636919815e+07
[2 3 13 6],[e   a l],1091,22678.69512231357,2.0993491533509217e+07,2.101617022863153e+07
[2 3 13 8],[e   a n],4367,22549.769789862916,2.0991724595408086e+07,2.101427436519795e+07
[2 3 13 9],[e   a c],731,22473.760965685597,2.0992663050346926e+07,2.1015136811312612e+07
[2 3 13 12],[e   a r],1605,22573.443300966992,2.0993573777164873e+07,2.101614722046584e+07
[2 3 13 16],[e   a s],1191,22480.64650574287,2.099424205139636e+07,2.1016722697902102e+07
[2 3 14 2],[e   d e],2090,22724.45820829363,2.0989109412485246e+07,2.101183387069354e+07
[2 3 14 7],[e   d o],1189,22629.533199912654,2.098999072782237e+07,2.1012620261022285e+07
[2 3 14 13],[e   d a],843,22600.82474637915,2.099092979382834e+07,2.1013530618574716e+07
[2 3 14 17],[e   d i],2007,22660.668080903597,2.0987994637157734e+07,2.1010655305238638e+07
[2 3 16 0],[e   s t],3033,22442.88477540144,2.0986333426391978e+07,2.1008776311167378e+07
[2 3 16 1],[e   s h],1364,22448.196859263822,2.0991736471626095e+07,2.101418466848536e+07
[2 3 16 2],[e   s e],2134,22607.149438573855,2.0990595249463458e+07,2.1013202398902033e+07
[2 3 16 5],[e   s u],1573,22535.276951020627,2.0989889992774673e+07,2.1012425269725695e+07
[2 3 16 7],[e   s o],1687,22646.218918984614,2.0990832308923215e+07,2.1013478527842198e+07
[2 3 16 13],[e   s a],2241,22610.35268616841,2.098270903509881e+07,2.1005319387784977e+07
[2 3 16 17],[e   s i],1082,22574.604148564766,2.0992317227539755e+07,2.101489183168832e+07
[2 3 16 20],[e   s p],857,22430.597119440532,2.0992269009012673e+07,2.1014699606132112e+07
[2 3 17 0],[e   i t],1095,22428.278159261987,2.099262131057796e+07,2.101504958873722e+07
[2 3 17 8],[e   i n],5390,22689.172886295404,2.0990760435968004e+07,2.10134496088543e+07
[2 3 17 16],[e   i s],2262,22464.38562859655,2.099143880413043e+07,2.1013903189759027e+07
[2 3 19 3],[e   XXX  ],861,23098.609733969068,2.0994531058938224e+07,2.1017629668672193e+07
[2 3 19 19],[e   XXX XXX],2710,22525.32045417622,2.099066640837612e+07,2.1013191728830297e+07
[2 3 20 2],[e   p e],1054,22513.55398369311,2.0992321546527475e+07,2.1014835100511167e+07
[2 3 20 5],[e   p u],665,22502.817281946078,2.0992028343262516e+07,2.1014531160544463e+07
[2 3 20 6],[e   p l],926,22380.5602271619,2.0991536601561412e+07,2.1013917161788575e+07
[2 3 20 7],[e   p o],1467,22618.589109035624,2.0990454797583003e+07,2.101307338669204e+07
[2 3 20 12],[e   p r],3161,22346.709193505383,2.0985849867134344e+07,2.100819657632785e+07
[2 3 20 13],[e   p a],1654,22592.4412947204,2.0991609490217134e+07,2.1014201931511857e+07
[2 3 21 2],[e   m e],1449,22550.133542173164,2.099401502021232e+07,2.101656515375449e+07
[2 3 21 5],[e   m u],707,22492.35541592007,2.099213046496714e+07,2.101462282038306e+07
[2 3 21 7],[e   m o],2090,22481.023278200075,2.098920549705427e+07,2.101168652033247e+07
[2 3 21 13],[e   m a],2635,22664.35548390257,2.0990382237960745e+07,2.1013046593444645e+07
[2 3 21 17],[e   m i],1061,22533.91085367039,2.0992530440386333e+07,2.101506435124e+07
[2 3 23 0],[e   . t],1558,22483.74748964844,2.0992816727002148e+07,2.1015300474491797e+07
[2 3 23 13],[e   . a],674,22646.044425313667,2.0993791034004852e+07,2.1016437078430165e+07
[2 3 23 17],[e   . i],954,22509.8064027509,2.099260478814689e+07,2.101511459454964e+07
[2 3 25 3],[e   ,  ],8297,22981.79983132102,2.100009541921828e+07,2.10230772190496e+07
[2 3 26 1],[e   w h],1699,22437.319682359313,2.099350252482608e+07,2.101593984450844e+07
[2 3 26 2],[e   w e],1542,22515.630717973254,2.099419935454264e+07,2.1016714985260613e+07
[2 3 26 7],[e   w o],2132,22485.523295080377,2.0989364067537993e+07,2.1011849590833075e+07
[2 3 26 13],[e   w a],4524,22553.04635720847,2.0983204632165577e+07,2.1005757678522784e+07
[2 3 26 17],[e   w i],1907,22484.824410817153,2.0992950412880227e+07,2.1015435237291045e+07
[2 3 27 2],[e   b e],2532,22649.014217587897,2.099055459833506e+07,2.101320361255265e+07
[2 3 27 5],[e   b u],734,22542.701033453206,2.0993989436157547e+07,2.1016532137191e+07
[2 3 27 7],[e   b o],1107,22583.002717904823,2.0991688494326185e+07,2.101427149704409e+07
[2 3 27 12],[e   b r],702,22413.540197144008,2.0992640963668518e+07,2.1015054503865663e+07
[2 3 27 13],[e   b a],1245,22540.9708367179,2.0992254944528356e+07,2.1014795915365074e+07
[2 4 7 12],[e f o r],1311,21999.707866198867,2.098343768918954e+07,2.1005437397055738e+07
[2 6 2 9],[e l e c],754,22071.472442547893,2.0987143855940536e+07,2.1009215328383084e+07
[2 6 4 3],[e l f  ],1295,22337.767293751764,2.0983989339162044e+07,2.1006327106455795e+07
[2 6 6 3],[e l l  ],1845,22744.86734176522,2.098690292261464e+07,2.1009647789956406e+07
[2 6 7 20],[e l o p],778,21955.778898304638,2.09848903177378e+07,2.1006846096636105e+07
[2 6 10 3],[e l y  ],2358,22870.530536490984,2.099167036799122e+07,2.101454089852771e+07
[2 6 13 0],[e l a t],675,21988.145755690875,2.0989967483422734e+07,2.1011955629178423e+07
[2 6 14 3],[e l d  ],694,22431.423561725034,2.0992280688194066e+07,2.1014712111755792e+07
[2 6 17 2],[e l i e],609,22142.283587645983,2.0987940652005922e+07,2.1010082935593568e+07
[2 7 20 6],[e o p l],908,21845.247868941588,2.0980727920379642e+07,2.1002573168248583e+07
[2 8 0 2],[e n t e],1157,22268.76593682283,2.0989572063137602e+07,2.1011840829074424e+07
[2 8 0 3],[e n t  ],9349,22736.517991363933,2.0959973905703336e+07,2.09827104236947e+07
[2 8 0 6],[e n t l],865,22151.271245832042,2.09872794031897e+07,2.1009430674435534e+07
[2 8 0 13],[e n t a],857,22214.262558093043,2.0990196558309287e+07,2.101241082086738e+07
[2 8 0 16],[e n t s],2238,22261.958729668928,2.098045235757108e+07,2.100271431630075e+07
[2 8 0 17],[e n t i],2162,22453.09382549125,2.098717785290973e+07,2.1009630946735222e+07
[2 8 2 12],[e n e r],1088,22227.3681138995,2.0986548037085462e+07,2.100877540519936e+07
[2 8 2 14],[e n e d],622,22081.523099696555,2.09919053488757e+07,2.10139868719754e+07
[2 8 3 0],[e n   t],2367,22385.915345998088,2.0990609522174105e+07,2.10129954375201e+07
[2 8 3 1],[e n   h],985,22306.733108119308,2.0993024239628017e+07,2.1015330972736135e+07
[2 8 3 7],[e n   o],601,22420.643320837025,2.0993565509685352e+07,2.101598615300619e+07
[2 8 3 13],[e n   a],1507,22637.95413898538,2.0992976397665244e+07,2.101561435180423e+07
[2 8 3 16],[e n   s],947,22478.85881254605,2.099234710264203e+07,2.1014825961454574e+07
[2 8 3 17],[e n   i],1124,22419.2914145673,2.0992160127121776e+07,2.1014579418536343e+07
[2 8 3 25],[e n   ,],855,22277.676718174032,2.099405028429869e+07,2.1016327961016864e+07
[2 8 3 26],[e n   w],767,22359.293379632712,2.0993664907188043e+07,2.1016024200567674e+07
[2 8 9 2],[e n c e],3250,22316.715747392096,2.0978294447884556e+07,2.100061116363195e+07
[2 8 14 2],[e n d e],960,22283.549974047484,2.0991806047249496e+07,2.1014089597223543e+07
[2 8 14 3],[e n d  ],1150,22755.360830433303,2.099514499263279e+07,2.1017900353463225e+07
[2 8 16 2],[e n s e],913,22209.50034313932,2.0990343118722267e+07,2.1012552619065408e+07
[2 8 16 17],[e n s i],784,22314.69102689232,2.0990322942989826e+07,2.101263763401672e+07
[2 9 0 2],[e c t e],827,22021.08533816725,2.0987689216413423e+07,2.100971030175159e+07
[2 9 0 3],[e c t  ],1440,22539.09660270101,2.098745485984091e+07,2.100999395644361e+07
[2 9 0 17],[e c t i],2050,22164.33492211879,2.0978492674216047e+07,2.1000657009138167e+07
[2 9 7 8],[e c o n],957,22134.121665623334,2.098921771200677e+07,2.1011351833672393e+07
[2 9 7 21],[e c o m],677,21968.995723219457,2.098985118775608e+07,2.1011820183479298e+07
[2 9 13 5],[e c a u],900,21885.299258411582,2.0983246664490175e+07,2.1005131963748585e+07
[2 9 17 13],[e c i a],601,21920.780135064666,2.0987572961525843e+07,2.1009493741660908e+07
[2 10 3 13],[e y   a],634,22355.39471790194,2.0992451692197148e+07,2.101480708691505e+07
[2 10 3 26],[e y   w],825,22164.56172751233,2.0991051245781314e+07,2.1013215807508826e+07
[2 12 0 13],[e r t a],692,22052.852322012583,2.0987539475766867e+07,2.100959232808888e+07
[2 12 2 3],[e r e  ],8193,22790.591891938868,2.097870398457869e+07,2.1001494576470632e+07
[2 12 2 8],[e r e n],1083,22159.448367535755,2.098761249304166e+07,2.1009771941409197e+07
[2 12 2 14],[e r e d],1718,22282.157570422918,2.0991789330128632e+07,2.1014071487699054e+07
[2 12 2 16],[e r e s],690,22213.440827026076,2.0991472417741545e+07,2.101368585856857e+07
[2 12 3 0],[e r   t],3727,22475.547522365505,2.0988765075580355e+07,2.101124062310272e+07
[2 12 3 1],[e r   h],1335,22457.162766651967,2.0992511796318445e+07,2.1014968959085096e+07
[2 12 3 4],[e r   f],987,22442.32188289831,2.0992535588845093e+07,2.1014977910727993e+07
[2 12 3 7],[e r   o],2104,22636.865277589255,2.098884351810806e+07,2.1011480383385647e+07
[2 12 3 9],[e r   c],1265,22418.981118132768,2.0992621019806024e+07,2.1015040000924155e+07
[2 12 3 13],[e r   a],2492,22671.238835293698,2.099295201842149e+07,2.1015623257256784e+07
[2 12 3 14],[e r   d],677,22439.15248502323,2.099262110456112e+07,2.1015060257046144e+07
[2 12 3 16],[e r   s],1588,22580.78125821971,2.0991989489193626e+07,2.1014570270451844e+07
[2 12 3 17],[e r   i],1354,22526.543414417876,2.099275423477782e+07,2.1015280778192237e+07
[2 12 3 19],[e r   XXX],783,22589.503218684527,2.099301641613947e+07,2.1015605919358153e+07
[2 12 3 20],[e r   p],951,22506.388791903286,2.099317428375575e+07,2.1015680672547653e+07
[2 12 3 21],[e r   m],807,22451.235537926837,2.0993208226798914e+07,2.1015659462336842e+07
[2 12 3 23],[e r   .],1829,22934.225970251886,2.0992296869975384e+07,2.1015231095945638e+07
[2 12 3 25],[e r   ,],2821,22369.49037722856,2.099020703451123e+07,2.101257652488846e+07
[2 12 3 26],[e r   w],1494,22426.998848131436,2.0993098424973607e+07,2.101552542382174e+07
[2 12 3 27],[e r   b],884,22449.636519340595,2.09935425770542e+07,2.1015992213573538e+07
[2 12 8 3],[e r n  ],885,22522.579647696904,2.0992218324781045e+07,2.1014740904428743e+07
[2 12 10 3],[e r y  ],1923,22784.16392393393,2.0989975452848397e+07,2.101275961677233e+07
[2 12 13 0],[e r a t],1631,22182.991887018987,2.098693580644972e+07,2.1009118798336737e+07
[2 12 13 6],[e r a l],1659,22207.269193225926,2.0986938591149803e+07,2.1009145860343028e+07
[2 12 16 3],[e r s  ],5221,22905.968920840056,2.0986273261221908e+07,2.100917923014275e+07
[2 12 16 7],[e r s o],828,22097.105018573144,2.098738362161631e+07,2.1009480726634886e+07
[2 12 17 2],[e r i e],629,22259.915303501137,2.099019431491979e+07,2.101245423022329e+07
[2 12 17 7],[e r i o],747,21999.760836678997,2.0989947891653135e+07,2.1011947652489815e+07
[2 12 17 8],[e r i n],797,22415.183125059608,2.0992621882352203e+07,2.1015037065477263e+07
[2 12 17 9],[e r i c],1046,22154.649857424647,2.098724935504053e+07,2.1009404004897956e+07
